Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered),Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered)
24-05-2021,Punjab,4422709,3686593,736116,2088627,1597551,415,375607,4047102,0
25-05-2021,Punjab,4449172,3704760,744412,2098548,1605795,417,387811,4061361,0
26-05-2021,Punjab,4481288,3732629,748659,2113057,1619148,424,394549,4086739,0
27-05-2021,Punjab,4505298,3752636,752662,2123912,1628297,427,400939,4104359,0
28-05-2021,Punjab,4524754,3768211,756543,2132446,1635335,430,408056,4116698,0
29-05-2021,Punjab,4568745,3807020,761725,2153546,1653040,434,416298,4152447,0
30-05-2021,Punjab,4602591,3837481,765110,2169514,1667528,439,422617,4179974,0
31-05-2021,Punjab,4639262,3868801,770461,2186630,1681730,441,430555,4208707,0
01-06-2021,Punjab,4675210,3899387,775823,2203403,1695541,443,440944,4234266,0
02-06-2021,Punjab,4712161,3932229,779932,2221976,1709805,448,447873,4264288,0
03-06-2021,Punjab,4749239,3965188,784051,2240355,1724382,451,455088,4294151,0
04-06-2021,Punjab,4809245,4020410,788835,2271265,1748674,471,461592,4347653,0
05-06-2021,Punjab,4872289,4079301,792988,2304398,1774426,477,467168,4405121,0
06-06-2021,Punjab,4911988,4117141,794847,2325212,1791444,485,469698,4442290,0
07-06-2021,Punjab,4962200,4163128,799072,2350961,1811676,491,474525,4487675,0
08-06-2021,Punjab,5010368,4207220,803148,2376346,1830375,499,479333,4531035,0
09-06-2021,Punjab,5041984,4236020,805964,2393181,1842334,505,484407,4557577,0
10-06-2021,Punjab,5070549,4261364,809185,2408391,1852467,506,492339,4578210,0
11-06-2021,Punjab,5123208,4309836,813372,2436314,1873003,519,497719,4625489,0
12-06-2021,Punjab,5187108,4370081,817027,2469449,1900102,530,501565,4685543,0
13-06-2021,Punjab,5219611,4400382,819229,2485605,1914246,531,504443,4715168,0
14-06-2021,Punjab,5246782,4424663,822119,2498687,1925443,533,507219,4739563,0
15-06-2021,Punjab,5277700,4450734,826966,2512775,1937422,537,511778,4765922,0
16-06-2021,Punjab,5299801,4468606,831195,2521817,1946245,544,514920,4784881,0
17-06-2021,Punjab,5327778,4490513,837265,2532908,1957060,545,518798,4808980,0
18-06-2021,Punjab,5356568,4513149,843419,2544344,1968254,551,522960,4833608,0
19-06-2021,Punjab,5385524,4535431,850093,2555779,1979098,554,527628,4857896,0
20-06-2021,Punjab,5422887,4565935,856952,2571915,1993461,559,532348,4890539,0
21-06-2021,Punjab,5521994,4654728,867266,2620254,2033900,574,543657,4978312,25
22-06-2021,Punjab,5647031,4764482,882549,2678713,2085182,587,559784,5087087,160
23-06-2021,Punjab,5736250,4839891,896359,2719753,2119541,597,573956,5162089,205
24-06-2021,Punjab,5844271,4929959,914312,2768709,2160646,604,586937,5257129,205
25-06-2021,Punjab,5972116,5036271,935845,3386593,2584863,660,605642,5366112,362
26-06-2021,Punjab,6114078,5146916,967162,3463796,2649607,675,625978,5487549,551
27-06-2021,Punjab,6182574,5204384,978190,3501086,2680806,682,652286,5529737,551
28-06-2021,Punjab,6230597,5242562,988035,3526399,2703515,683,671687,5558149,761
29-06-2021,Punjab,6265875,5269832,996043,3544983,2720205,687,689902,5574983,990
30-06-2021,Punjab,6292478,5289807,1002671,3559003,2732784,691,705149,5586174,1155
01-07-2021,Punjab,6314228,5307013,1007215,3570119,2743415,694,719137,5593767,1324
02-07-2021,Punjab,6346355,5327984,1018371,3587377,2758279,699,731489,5613353,1513
03-07-2021,Punjab,6894264,5710932,1183332,3877857,3015650,757,754339,6138212,1713
04-07-2021,Punjab,7017721,5800293,1217428,3943658,3073297,766,772345,6243663,1713
05-07-2021,Punjab,7070442,5835504,1234938,3972017,3097655,770,786825,6281904,1713
06-07-2021,Punjab,7095644,5853013,1242631,3985321,3109548,775,798339,6295572,1733
07-07-2021,Punjab,7290636,5977846,1312790,4087498,3202340,798,806804,6482099,1733
08-07-2021,Punjab,7317865,5994518,1323347,4102080,3214984,801,811972,6504160,1733
09-07-2021,Punjab,7331991,6002896,1329095,4110116,3221074,801,817693,6512478,1820
10-07-2021,Punjab,7387130,6045372,1341758,4139682,3246639,809,859811,6525324,1995
11-07-2021,Punjab,7415803,6070212,1345591,4155797,3259196,810,885883,6527768,2152
12-07-2021,Punjab,7618925,6190246,1428679,4262817,3355273,835,901183,6715419,2323
13-07-2021,Punjab,7664312,6217365,1446947,4287573,3375900,839,913778,6748052,2482
14-07-2021,Punjab,7797266,6339924,1457342,4359032,3437392,842,953285,6841155,2826
15-07-2021,Punjab,7822491,6358671,1463820,4372480,3449167,844,971396,6848080,3015
16-07-2021,Punjab,8002865,6465498,1537367,4469341,3532664,860,983285,7016313,3267
17-07-2021,Punjab,8035894,6485454,1550440,4487145,3547887,862,993370,7038857,3667
18-07-2021,Punjab,8041864,6488932,1552932,4490282,3550720,862,995722,7042318,3824
19-07-2021,Punjab,8055801,6497157,1558644,4497901,3557035,865,1002789,7048984,4028
20-07-2021,Punjab,8066359,6503408,1562951,4503501,3561993,865,1008770,7053362,4227
21-07-2021,Punjab,8261290,6615594,1645696,4607270,3653130,890,1010931,7245918,4441
22-07-2021,Punjab,8322119,6647300,1674819,4639792,3681428,899,1014474,7303091,4554
23-07-2021,Punjab,8345882,6659008,1686874,4652351,3692624,907,1019011,7322194,4677
24-07-2021,Punjab,8469949,6719588,1750361,4717800,3751225,924,1021514,7443555,4880
25-07-2021,Punjab,8494820,6731924,1762896,4730738,3763156,926,1024911,7464783,5126
26-07-2021,Punjab,8523555,6747639,1775916,4746049,3776574,932,1039394,7478895,5266
27-07-2021,Punjab,8542425,6757301,1785124,4756564,3784927,934,1048726,7488224,5475
28-07-2021,Punjab,8637626,6806417,1831209,4806477,3830208,941,1051644,7580317,5665
29-07-2021,Punjab,8751968,6868957,1883011,4867448,3883564,956,1065693,7680445,5830
30-07-2021,Punjab,8893061,6948236,1944825,4943857,3948228,976,1084240,7802848,5973
31-07-2021,Punjab,9155481,7192206,1963275,5105883,4048540,1058,1107646,8041673,6162
01-08-2021,Punjab,9614710,7596875,2017835,5368235,4245274,1201,1211575,8396890,6245
02-08-2021,Punjab,9691969,7641792,2050177,5410877,4279884,1208,1251772,8433865,6332
03-08-2021,Punjab,9758467,7683148,2075319,5446500,4310755,1212,1296769,8455270,6428
04-08-2021,Punjab,9794976,7705110,2089866,5466322,4327437,1217,1318387,8470040,6549
05-08-2021,Punjab,9827360,7726279,2101081,5483643,4342498,1219,1341387,8479309,6664
06-08-2021,Punjab,9854254,7743609,2110645,5497525,4355512,1217,1365239,8482215,6800
07-08-2021,Punjab,10064017,7861095,2202922,5611057,4451724,1236,1382692,8674335,6990
08-08-2021,Punjab,10140971,7908348,2232623,5652125,4487601,1245,1391547,8742233,7191
09-08-2021,Punjab,10291265,8005636,2285629,5734736,4555264,1265,1400787,8883204,7274
10-08-2021,Punjab,10336098,8032828,2303270,5759847,4574981,1270,1409585,8919167,7346
11-08-2021,Punjab,10489312,8130159,2359153,5842676,4645345,1291,1414237,9067643,7432
12-08-2021,Punjab,10582012,8187140,2394872,5892974,4687730,1308,1417639,9156856,7517
13-08-2021,Punjab,10752337,8296569,2455768,5983724,4767288,1325,1435953,9308767,7617
14-08-2021,Punjab,10924652,8406019,2518633,6075438,4847874,1340,1466269,9450495,7888
15-08-2021,Punjab,11091599,8525700,2565899,6167286,4922949,1364,1493650,9590011,7938
16-08-2021,Punjab,11289395,8660796,2628599,6273083,5014926,1386,1520569,9760801,8025
17-08-2021,Punjab,11370349,8714872,2655477,6317063,5051893,1393,1537482,9824758,8109
18-08-2021,Punjab,11614039,8891483,2722556,6447689,5164929,1421,1544083,10061754,8202
19-08-2021,Punjab,11846188,9055902,2790286,6574247,5270494,1447,1551091,10286832,8265
20-08-2021,Punjab,11901633,9094455,2807178,6605528,5294652,1453,1554658,10338628,8347
21-08-2021,Punjab,12155292,9276644,2878648,6747299,5406492,1501,1559445,10587440,8407
22-08-2021,Punjab,12173653,9291146,2882507,6757675,5414474,1504,1560089,10605130,8434
23-08-2021,Punjab,12258485,9350489,2907996,6805107,5451853,1525,1563608,10686404,8473
24-08-2021,Punjab,12597966,9603714,2994252,6988627,5607769,1570,1578166,11011295,8505
25-08-2021,Punjab,12713278,9685900,3027378,7051159,5660535,1584,1587859,11116885,8534
26-08-2021,Punjab,13003730,9905388,3098342,7206386,5795721,1623,1594793,11400384,8553
27-08-2021,Punjab,13118717,9987718,3130999,7268987,5848097,1633,1601037,11509087,8593
28-08-2021,Punjab,13184375,10028631,3155744,7303529,5879198,1648,1607356,11568359,8660
29-08-2021,Punjab,,,,,,,,,
30-08-2021,Punjab,,,,,,,,,
31-08-2021,Punjab,,,,,,,,,
16-01-2021,Rajasthan,3285,3285,0,2036,1249,0,117,3168,
17-01-2021,Rajasthan,3455,3455,0,2163,1292,0,118,3337,
18-01-2021,Rajasthan,4037,4037,0,2326,1710,1,232,3805,
19-01-2021,Rajasthan,13022,13022,0,7042,5979,1,681,12341,
20-01-2021,Rajasthan,13146,13146,0,7102,6043,1,681,12465,
21-01-2021,Rajasthan,13605,13605,0,7259,6345,1,681,12924,
22-01-2021,Rajasthan,24545,24545,0,12804,11738,3,951,23594,
23-01-2021,Rajasthan,47915,47915,0,23942,23961,12,1180,46735,
24-01-2021,Rajasthan,74727,74727,0,35678,39036,13,1651,73076,
25-01-2021,Rajasthan,141245,141245,0,59459,81757,29,2365,138880,
26-01-2021,Rajasthan,141527,141527,0,59599,81899,29,2365,139162,
27-01-2021,Rajasthan,218831,218831,0,88284,130513,34,4864,213967,
28-01-2021,Rajasthan,239877,239877,0,99567,140275,35,7030,232847,
29-01-2021,Rajasthan,302265,302265,0,123136,179088,41,7775,294490,
30-01-2021,Rajasthan,307923,307923,0,126035,181841,47,7775,300148,
31-01-2021,Rajasthan,309565,309565,0,126921,182597,47,7775,301790,
01-02-2021,Rajasthan,313321,313321,0,129104,184170,47,7775,305546,
02-02-2021,Rajasthan,319352,319352,0,132391,186913,48,7846,311506,
03-02-2021,Rajasthan,343265,343265,0,141962,201253,50,8230,335035,
04-02-2021,Rajasthan,364452,364452,0,159794,204608,50,8486,355966,
05-02-2021,Rajasthan,392138,392138,0,178890,213198,50,14621,377517,
06-02-2021,Rajasthan,434782,434782,0,217019,217712,51,41376,393406,
07-02-2021,Rajasthan,436384,436384,0,218459,217874,51,41376,395008,
08-02-2021,Rajasthan,462139,462139,0,241204,220884,51,60860,401279,
09-02-2021,Rajasthan,467360,467360,0,245726,221583,51,63847,403513,
10-02-2021,Rajasthan,534459,534459,0,304744,229664,51,104265,430194,
11-02-2021,Rajasthan,566165,566165,0,323837,242271,57,112490,453675,
12-02-2021,Rajasthan,582386,582386,0,337402,244927,57,122064,460322,
13-02-2021,Rajasthan,585570,585570,0,339932,245581,57,123301,462269,
14-02-2021,Rajasthan,586110,586110,0,340454,245599,57,123790,462320,
15-02-2021,Rajasthan,611493,603314,8179,353175,250082,57,127608,475706,
16-02-2021,Rajasthan,626481,612615,13866,359118,253439,58,128885,483730,
17-02-2021,Rajasthan,747482,732921,14561,443457,289405,59,157772,575149,
18-02-2021,Rajasthan,732405,717526,14879,436418,281050,58,158765,558761,
19-02-2021,Rajasthan,790236,772221,18015,471062,301096,63,165082,607139,
20-02-2021,Rajasthan,810063,773238,36825,471600,301575,63,165255,607983,
21-02-2021,Rajasthan,810077,773239,36838,471600,301576,63,165255,607984,
22-02-2021,Rajasthan,836494,773521,62973,471787,301675,59,165282,608239,
23-02-2021,Rajasthan,866185,774043,92142,472122,301862,59,165455,608588,
24-02-2021,Rajasthan,919887,774498,145389,472265,302174,59,165474,609024,
25-02-2021,Rajasthan,939812,788094,151718,482335,305686,73,167268,620826,
26-02-2021,Rajasthan,1010420,789478,220942,482873,306532,73,167373,622105,
27-02-2021,Rajasthan,1010420,789478,220942,482873,306532,73,167373,622105,
28-02-2021,Rajasthan,1010422,789480,220942,482875,306532,73,167374,622106,
01-03-2021,Rajasthan,1010422,789480,220942,482875,306532,73,167374,622106,
02-03-2021,Rajasthan,1213860,963857,250003,579882,383880,95,168009,795848,
03-03-2021,Rajasthan,1423769,1160351,263418,685656,474571,124,168392,991959,
04-03-2021,Rajasthan,1532359,1256310,276049,737692,518483,135,168611,1087699,
05-03-2021,Rajasthan,1783489,1486399,297090,858629,627596,174,169388,1317011,
06-03-2021,Rajasthan,2024053,1704633,319420,970477,733943,213,171194,1533439,
07-03-2021,Rajasthan,2037152,1716982,320170,976607,740162,213,171308,1545674,
08-03-2021,Rajasthan,2225610,1888485,337125,1066552,821696,237,173356,1715129,
09-03-2021,Rajasthan,1960495,1603603,356892,1112019,848228,248,190132,1770304,
10-03-2021,Rajasthan,2085412,1685982,399430,1191172,893979,261,219703,1865650,
11-03-2021,Rajasthan,2089766,1689250,400516,1193914,895591,261,220883,1868824,
12-03-2021,Rajasthan,2263958,1834674,429284,1290881,972806,271,235130,2028769,
13-03-2021,Rajasthan,2446510,2002259,444251,1385578,1060645,287,242092,2204359,
14-03-2021,Rajasthan,2456156,2011583,444573,1390517,1065352,287,242408,2213689,
15-03-2021,Rajasthan,2649046,2190626,458420,1490367,1158369,310,248718,2400269,
16-03-2021,Rajasthan,3222996,2751567,471429,1504301,1246933,333,283600,2939396,
17-03-2021,Rajasthan,3624763,3045459,579304,1655199,1389887,373,312125,3312638,
18-03-2021,Rajasthan,3686399,3093912,592487,1679748,1413783,381,319641,3366758,
19-03-2021,Rajasthan,3936959,3315225,621734,1788395,1526415,415,327954,3609005,
20-03-2021,Rajasthan,4180576,3546499,634077,1899686,1646370,443,331638,3848938,
21-03-2021,Rajasthan,4219462,3584419,635043,1917754,1666217,448,332116,3887346,
22-03-2021,Rajasthan,4395920,3755021,640899,2000672,1753879,470,334418,4061502,
23-03-2021,Rajasthan,4641690,3995543,646147,2114680,1880377,486,337497,4304193,
24-03-2021,Rajasthan,4864027,4213791,650236,2217917,1995369,505,339380,4524647,
25-03-2021,Rajasthan,4936175,4282590,653585,2251349,2030726,515,341110,4595065,
26-03-2021,Rajasthan,5145466,4487127,658339,2349585,2137000,542,343376,4802090,
27-03-2021,Rajasthan,5333240,4671741,661499,2436831,2234343,567,344893,4988347,
28-03-2021,Rajasthan,5341604,4680019,661585,2440674,2238775,570,344911,4996693,
29-03-2021,Rajasthan,5341595,4680010,661585,2440662,2238778,570,344910,4996685,
30-03-2021,Rajasthan,5434584,4756460,678124,2477850,2278029,581,345708,5088876,
31-03-2021,Rajasthan,5570248,4866824,703424,2531489,2334732,603,347210,5223038,
01-04-2021,Rajasthan,5740300,5013880,726420,2609025,2404234,621,348954,5391346,
02-04-2021,Rajasthan,6080050,5313549,766501,2760765,2552130,654,352408,5727642,
03-04-2021,Rajasthan,6369889,5568003,801886,2889210,2678111,682,355537,6014352,
04-04-2021,Rajasthan,6802269,5958784,843485,3084650,2873395,739,360390,6441879,
05-04-2021,Rajasthan,7140844,6257503,883341,3229952,3026773,778,364815,6776029,
06-04-2021,Rajasthan,7456232,6542132,914100,3369101,3172210,821,367699,7088533,
07-04-2021,Rajasthan,8149121,7175412,973709,3675847,3498656,909,375787,7773334,
08-04-2021,Rajasthan,8802577,7767712,1034865,3954578,3812144,990,384033,8418544,
09-04-2021,Rajasthan,9242464,8164413,1078051,4142607,4020764,1042,392807,8849657,
10-04-2021,Rajasthan,9563597,8448722,1114875,4276726,4170906,1090,406725,9156872,
11-04-2021,Rajasthan,9715559,8581755,1133804,4342828,4237808,1119,419409,9296150,
12-04-2021,Rajasthan,9924376,8758751,1165625,4428336,4329262,1153,435841,9488535,
13-04-2021,Rajasthan,10080259,8885930,1194329,4490062,4394703,1165,443043,9637216,
14-04-2021,Rajasthan,10223602,8996238,1227364,4543719,4451331,1188,449571,9774031,
15-04-2021,Rajasthan,10357687,9093355,1264332,4593132,4499024,1199,459984,9897703,
16-04-2021,Rajasthan,10522686,9206593,1316093,4648129,4557254,1210,472184,10050502,
17-04-2021,Rajasthan,10696255,9330653,1365602,4712539,4616890,1224,482336,10213919,
18-04-2021,Rajasthan,10883172,9457932,1425240,4777265,4679435,1232,490276,10392896,
19-04-2021,Rajasthan,11190106,9659550,1530556,4878583,4779687,1280,507024,10683082,
20-04-2021,Rajasthan,11450316,9828071,1622245,4963543,4863225,1303,521341,10928975,
21-04-2021,Rajasthan,11649150,9952126,1697024,5026114,4924689,1323,530945,11118205,
22-04-2021,Rajasthan,11834881,10068970,1765911,5084570,4983057,1343,547308,11287573,
23-04-2021,Rajasthan,12009834,10178146,1831688,5140847,5035933,1366,564359,11445475,
24-04-2021,Rajasthan,12207116,10298265,1908851,5201166,5095715,1384,577931,11629185,
25-04-2021,Rajasthan,12347726,10388394,1959332,5246928,5140063,1403,586354,11761372,
26-04-2021,Rajasthan,12541830,10507761,2034069,5308015,5198328,1418,595246,11946584,
27-04-2021,Rajasthan,12659945,10578840,2081105,5345296,5232108,1436,603228,12056717,
28-04-2021,Rajasthan,12811445,10669656,2141789,5392437,5275772,1447,615176,12196269,
29-04-2021,Rajasthan,12936289,10745384,2190905,5431773,5312156,1455,626969,12309320,
30-04-2021,Rajasthan,13021948,10797155,2224793,5460840,5334849,1466,640765,12381183,
01-05-2021,Rajasthan,13084309,10835900,2248409,5482092,5352336,1472,654958,12429351,
02-05-2021,Rajasthan,13173409,10894243,2279166,5515534,5377230,1479,663156,12510253,
03-05-2021,Rajasthan,13351069,11008158,2342911,5581571,5425088,1499,676497,12674572,
04-05-2021,Rajasthan,13497182,11108037,2389145,5640432,5466078,1527,690074,12807108,
05-05-2021,Rajasthan,13626322,11195379,2430943,5692350,5501488,1541,703252,12923070,
06-05-2021,Rajasthan,13736919,11266670,2470249,5734197,5530910,1563,715559,13021360,
07-05-2021,Rajasthan,13891493,11346992,2544501,5779245,5566171,1576,727581,13163912,
08-05-2021,Rajasthan,14086593,11435174,2651419,5827059,5606528,1587,742510,13344083,
09-05-2021,Rajasthan,14177991,11498654,2679337,5863900,5633158,1596,750745,13427246,
10-05-2021,Rajasthan,14374162,11636945,2737217,5948412,5686907,1626,769632,13604530,
11-05-2021,Rajasthan,14626660,11777805,2848855,6032949,5743188,1668,783988,13842672,
12-05-2021,Rajasthan,14811519,11907840,2903679,6111049,5795095,1696,799889,14011630,
13-05-2021,Rajasthan,14934512,11987039,2947473,6157626,5827702,1711,810885,14123627,
14-05-2021,Rajasthan,14991949,12027499,2964450,6181222,5844560,1717,818326,14173623,
15-05-2021,Rajasthan,15135482,12151403,2984079,6254687,5894955,1761,828697,14306785,
16-05-2021,Rajasthan,15249948,12264148,2985800,6324309,5938050,1789,832498,14417450,
17-05-2021,Rajasthan,15414928,12424705,2990223,6421150,6001737,1818,840830,14574098,
18-05-2021,Rajasthan,15544817,12550082,2994735,6495121,6053116,1845,848193,14696624,
19-05-2021,Rajasthan,15625438,12624961,3000477,6540324,6082770,1867,856353,14769085,
20-05-2021,Rajasthan,15709931,12703604,3006327,6588269,6113431,1904,866754,14843177,
21-05-2021,Rajasthan,15819042,12802925,3016117,6648812,6152189,1924,882926,14936116,0
22-05-2021,Rajasthan,15944503,12918449,3026054,6716293,6200218,1938,898359,15046144,0
23-05-2021,Rajasthan,16036018,13005679,3030339,6767979,6235750,1950,905846,15130172,0
24-05-2021,Rajasthan,16186100,13146014,3040086,6849895,6294132,1987,920851,15265249,0
25-05-2021,Rajasthan,16287494,13236338,3051156,6901382,6332954,2002,936032,15351462,0
26-05-2021,Rajasthan,16367035,13307746,3059289,6941842,6363889,2015,946830,15420205,0
27-05-2021,Rajasthan,16429431,13364120,3065311,6972882,6389212,2026,956652,15472779,0
28-05-2021,Rajasthan,16554847,13476246,3078601,7036042,6438147,2057,1024764,15530083,0
29-05-2021,Rajasthan,16759793,13668689,3091104,7145733,6520864,2092,1156837,15602956,0
30-05-2021,Rajasthan,16865658,13767364,3098294,7201378,6563874,2112,1218555,15647103,0
31-05-2021,Rajasthan,17016331,13900165,3116166,7273533,6624498,2134,1272840,15743491,0
01-06-2021,Rajasthan,17124031,13990636,3133395,7322339,6666148,2149,1306014,15818017,0
02-06-2021,Rajasthan,17240714,14090093,3150621,7374811,6713115,2167,1329533,15911181,0
03-06-2021,Rajasthan,17334159,14169376,3164783,7415624,6751567,2185,1348134,15986025,0
04-06-2021,Rajasthan,17488910,14298417,3190493,7482414,6813762,2241,1374031,16114879,0
05-06-2021,Rajasthan,17662091,14444962,3217129,7557656,6885044,2262,1394632,16267459,0
06-06-2021,Rajasthan,17743175,14513474,3229701,7592715,6918489,2270,1406072,16337103,0
07-06-2021,Rajasthan,17872011,14615154,3256857,7644210,6968659,2285,1427733,16444278,0
08-06-2021,Rajasthan,18040679,14759272,3281407,7721038,7035923,2311,1450499,16590180,0
09-06-2021,Rajasthan,18484841,15186893,3297948,7964895,7219568,2430,1561206,16923635,0
10-06-2021,Rajasthan,18832537,15524081,3308456,8160685,7360882,2514,1666240,17166297,0
11-06-2021,Rajasthan,19292726,15970989,3321737,8410881,7557485,2623,1785188,17507538,0
12-06-2021,Rajasthan,19606991,16273082,3333909,8583711,7686680,2691,1863104,17743887,0
13-06-2021,Rajasthan,19721553,16383144,3338409,8645265,7735166,2713,1885595,17835958,0
14-06-2021,Rajasthan,19895554,16548285,3347269,8736423,7809117,2745,1926980,17968574,0
15-06-2021,Rajasthan,19990335,16636379,3353956,8786080,7847541,2758,1941379,18048956,0
16-06-2021,Rajasthan,20042703,16682442,3360261,8812406,7867268,2768,1951443,18091260,0
17-06-2021,Rajasthan,20286459,16920784,3365675,8947808,7970161,2815,2007601,18278858,0
18-06-2021,Rajasthan,20630839,17259146,3371693,9137613,8118634,2899,2089189,18541650,0
19-06-2021,Rajasthan,20869269,17479778,3389491,9257129,8219689,2960,2150065,18719204,0
20-06-2021,Rajasthan,21238176,17808082,3430094,9434942,8370102,3038,2194302,19043874,0
21-06-2021,Rajasthan,21713044,18233535,3479509,9666202,8564122,3211,2227529,19485515,0
22-06-2021,Rajasthan,22139075,18591445,3547630,9853642,8734522,3281,2240845,19898230,0
23-06-2021,Rajasthan,22498043,18905925,3592118,10020500,8882075,3350,2255581,20242462,0
24-06-2021,Rajasthan,22714675,19090259,3624416,10116754,8970128,3377,2307249,20407396,30
25-06-2021,Rajasthan,23669169,19929199,3739970,12613246,11052102,3821,2588668,21080245,256
26-06-2021,Rajasthan,23987142,20190615,3796527,12780326,11202925,3891,2676051,21310446,645
27-06-2021,Rajasthan,24251293,20412715,3838578,12923080,11324272,3941,2704563,21545895,835
28-06-2021,Rajasthan,24438759,20555847,3882912,13021630,11413148,3981,2733500,21704194,1065
29-06-2021,Rajasthan,24548916,20634921,3913995,13080430,11464478,4008,2742785,21804798,1333
30-06-2021,Rajasthan,24731046,20750495,3980551,13177518,11549483,4045,2787116,21942543,1387
01-07-2021,Rajasthan,24802226,20795259,4006967,13217752,11580408,4066,2829269,21971470,1487
02-07-2021,Rajasthan,24887697,20857470,4030227,13266480,11617127,4090,2877122,22008887,1688
03-07-2021,Rajasthan,25666108,21329040,4337068,13669836,11992030,4242,2921921,22742319,1868
04-07-2021,Rajasthan,25769650,21401946,4367704,13723671,12041720,4259,2930232,22837550,1868
05-07-2021,Rajasthan,25821446,21436551,4384895,13751391,12065786,4269,2944530,22874872,2044
06-07-2021,Rajasthan,25848234,21454435,4393799,13765951,12078009,4274,2953595,22892419,2220
07-07-2021,Rajasthan,25937520,21492586,4444934,13813800,12119433,4287,2971080,22964125,2315
08-07-2021,Rajasthan,26122903,21575079,4547824,13910983,12207599,4321,3007774,23112718,2411
09-07-2021,Rajasthan,26199280,21609462,4589818,13951716,12243230,4334,3017046,23179617,2617
10-07-2021,Rajasthan,26331376,21664006,4667370,14021011,12306009,4356,3021501,23307120,2755
11-07-2021,Rajasthan,26410483,21723913,4686570,14061757,12344357,4369,3022573,23385155,2755
12-07-2021,Rajasthan,26449059,21746599,4702460,14081546,12363137,4376,3026206,23419979,2874
13-07-2021,Rajasthan,26864455,21932046,4932409,14294388,12565623,4444,3028546,23832596,3313
14-07-2021,Rajasthan,27443343,22338369,5104974,14580393,12858423,4527,3031922,24408022,3399
15-07-2021,Rajasthan,27500600,22373497,5127103,14610311,12885749,4540,3034528,24462542,3530
16-07-2021,Rajasthan,27641745,22426875,5214870,14683806,12953375,4564,3068376,24569404,3965
17-07-2021,Rajasthan,28339982,22825332,5514650,15037534,13297761,4687,3115807,25219696,4479
18-07-2021,Rajasthan,28728054,23104088,5623966,15231575,13491718,4761,3119975,25603535,4544
19-07-2021,Rajasthan,29004440,23295064,5709376,15367352,13632269,4819,3124640,25874960,4840
20-07-2021,Rajasthan,29112114,23366886,5745228,15421091,13686189,4834,3127624,25979168,5322
21-07-2021,Rajasthan,29445345,23537218,5908127,15588199,13852243,4903,3152980,26286826,5539
22-07-2021,Rajasthan,29921633,23791131,6130502,15828156,14088461,5016,3199253,26716534,5846
23-07-2021,Rajasthan,30117597,23882904,6234693,15927623,14184885,5089,3221424,26889921,6252
24-07-2021,Rajasthan,30199259,23920844,6278415,15970439,14223722,5098,3229647,26962964,6648
25-07-2021,Rajasthan,30375699,23957890,6417809,16062488,14308065,5146,3299211,27069773,6715
26-07-2021,Rajasthan,30600816,24030759,6570057,16180572,14415058,5186,3366214,27227537,7065
27-07-2021,Rajasthan,30844855,24135690,6709165,16306642,14532983,5230,3376784,27460677,7394
28-07-2021,Rajasthan,31308628,24360155,6948473,16543311,14759997,5320,3445176,27855743,7709
29-07-2021,Rajasthan,31750352,24540264,7210088,16769312,14975631,5409,3581604,28160762,7986
30-07-2021,Rajasthan,32039895,24701914,7337981,16916093,15118330,5472,3625060,28406542,8293
31-07-2021,Rajasthan,32468620,24972030,7496590,17132096,15331000,5542,3718217,28741806,8597
01-08-2021,Rajasthan,32814367,25283749,7530618,17290597,15518184,5586,3746942,29058772,8653
02-08-2021,Rajasthan,33297593,25550176,7747417,17545284,15746603,5706,3912852,29375905,8836
03-08-2021,Rajasthan,33624206,25761454,7862752,17712725,15905672,5809,4023013,29592011,9182
04-08-2021,Rajasthan,33959663,26005913,7953750,17884804,16068959,5900,4270254,29680026,9383
05-08-2021,Rajasthan,34198362,26169393,8028969,18008855,16183539,5968,4330705,29858207,9450
06-08-2021,Rajasthan,34620302,26474406,8145896,18223724,16390516,6062,4383265,30227319,9718
07-08-2021,Rajasthan,34954868,26710747,8244121,18395102,16553623,6143,4408650,30536435,9783
08-08-2021,Rajasthan,35082922,26797208,8285714,18461135,16615602,6185,4413932,30659080,9910
09-08-2021,Rajasthan,35383662,27008606,8375056,18618674,16758710,6278,4419700,30953894,10068
10-08-2021,Rajasthan,35675147,27211189,8463958,18766046,16902734,6367,4429296,31235461,10390
11-08-2021,Rajasthan,35971880,27419230,8552650,18916983,17048452,6445,4462854,31498544,10482
12-08-2021,Rajasthan,36358050,27691421,8666629,19113384,17238121,6545,4514669,31832775,10606
13-08-2021,Rajasthan,36899655,28074399,8825256,19389151,17503819,6685,4583211,32305638,10806
14-08-2021,Rajasthan,37515341,28531782,8983559,19697748,17810716,6877,4692932,32811380,11029
15-08-2021,Rajasthan,37557660,28563880,8993780,19719116,17831660,6884,4699677,32846911,11072
16-08-2021,Rajasthan,38079373,28927453,9151920,19988538,18083817,7018,4735942,33332248,11183
17-08-2021,Rajasthan,38420423,29183372,9237051,20160588,18252744,7091,4879595,33529459,11369
18-08-2021,Rajasthan,38517919,29251944,9265975,20212255,18298542,7122,4921244,33585168,11507
19-08-2021,Rajasthan,38860053,29491563,9368490,20388440,18464396,7217,4974411,33874011,11631
20-08-2021,Rajasthan,39295307,29808272,9487035,20613315,18674664,7328,5002301,34281174,11832
